DexNum,TM_HM,Move_Name,Type
58,TM44,Rest,Psychic
59,TM44,Rest,Psychic
60,TM44,Rest,Psychic
61,TM44,Rest,Psychic
62,TM44,Rest,Psychic
63,TM44,Rest,Psychic
64,TM44,Rest,Psychic
65,TM44,Rest,Psychic
66,TM44,Rest,Psychic
67,TM44,Rest,Psychic
68,TM44,Rest,Psychic
69,TM44,Rest,Psychic
70,TM44,Rest,Psychic
71,TM44,Rest,Psychic
72,TM44,Rest,Psychic
73,TM44,Rest,Psychic
74,TM44,Rest,Psychic
75,TM44,Rest,Psychic
76,TM44,Rest,Psychic
77,TM44,Rest,Psychic
78,TM44,Rest,Psychic
79,TM44,Rest,Psychic
80,TM44,Rest,Psychic
81,TM44,Rest,Psychic
82,TM44,Rest,Psychic
83,TM44,Rest,Psychic
84,TM44,Rest,Psychic
85,TM44,Rest,Psychic
86,TM44,Rest,Psychic
87,TM44,Rest,Psychic
88,TM44,Rest,Psychic
89,TM44,Rest,Psychic
90,TM44,Rest,Psychic
91,TM44,Rest,Psychic
92,TM44,Rest,Psychic
93,TM44,Rest,Psychic
94,TM44,Rest,Psychic
95,TM44,Rest,Psychic
96,TM44,Rest,Psychic
97,TM44,Rest,Psychic
98,TM44,Rest,Psychic
99,TM44,Rest,Psychic
100,TM44,Rest,Psychic
101,TM44,Rest,Psychic
102,TM44,Rest,Psychic
103,TM44,Rest,Psychic
104,TM44,Rest,Psychic
105,TM44,Rest,Psychic
106,TM44,Rest,Psychic
107,TM44,Rest,Psychic
108,TM44,Rest,Psychic
109,TM44,Rest,Psychic
110,TM44,Rest,Psychic
111,TM44,Rest,Psychic
112,TM44,Rest,Psychic
113,TM44,Rest,Psychic
114,TM44,Rest,Psychic
115,TM44,Rest,Psychic
116,TM44,Rest,Psychic
117,TM44,Rest,Psychic
118,TM44,Rest,Psychic
119,TM44,Rest,Psychic
120,TM44,Rest,Psychic
121,TM44,Rest,Psychic
122,TM44,Rest,Psychic
123,TM44,Rest,Psychic
124,TM44,Rest,Psychic
125,TM44,Rest,Psychic
126,TM44,Rest,Psychic
127,TM44,Rest,Psychic
128,TM44,Rest,Psychic
130,TM44,Rest,Psychic
131,TM44,Rest,Psychic
133,TM44,Rest,Psychic
134,TM44,Rest,Psychic
135,TM44,Rest,Psychic
136,TM44,Rest,Psychic
137,TM44,Rest,Psychic
138,TM44,Rest,Psychic
139,TM44,Rest,Psychic
140,TM44,Rest,Psychic
141,TM44,Rest,Psychic
142,TM44,Rest,Psychic
143,TM44,Rest,Psychic
144,TM44,Rest,Psychic
145,TM44,Rest,Psychic
146,TM44,Rest,Psychic
147,TM44,Rest,Psychic
148,TM44,Rest,Psychic
149,TM44,Rest,Psychic
150,TM44,Rest,Psychic
151,TM44,Rest,Psychic
25,TM45,Thunder Wave,Electric
26,TM45,Thunder Wave,Electric
35,TM45,Thunder Wave,Electric
36,TM45,Thunder Wave,Electric
39,TM45,Thunder Wave,Electric
40,TM45,Thunder Wave,Electric
63,TM45,Thunder Wave,Electric
64,TM45,Thunder Wave,Electric
65,TM45,Thunder Wave,Electric
79,TM45,Thunder Wave,Electric
80,TM45,Thunder Wave,Electric
81,TM45,Thunder Wave,Electric
82,TM45,Thunder Wave,Electric
96,TM45,Thunder Wave,Electric
97,TM45,Thunder Wave,Electric
100,TM45,Thunder Wave,Electric
101,TM45,Thunder Wave,Electric
113,TM45,Thunder Wave,Electric
120,TM45,Thunder Wave,Electric
121,TM45,Thunder Wave,Electric
122,TM45,Thunder Wave,Electric
125,TM45,Thunder Wave,Electric
135,TM45,Thunder Wave,Electric
137,TM45,Thunder Wave,Electric
145,TM45,Thunder Wave,Electric
147,TM45,Thunder Wave,Electric
148,TM45,Thunder Wave,Electric
149,TM45,Thunder Wave,Electric
150,TM45,Thunder Wave,Electric
151,TM45,Thunder Wave,Electric
12,TM46,Psywave,Psychic
35,TM46,Psywave,Psychic
36,TM46,Psywave,Psychic
39,TM46,Psywave,Psychic
40,TM46,Psywave,Psychic
48,TM46,Psywave,Psychic
49,TM46,Psywave,Psychic
60,TM46,Psywave,Psychic
61,TM46,Psywave,Psychic
62,TM46,Psywave,Psychic
63,TM46,Psywave,Psychic
64,TM46,Psywave,Psychic
65,TM46,Psywave,Psychic
79,TM46,Psywave,Psychic
80,TM46,Psywave,Psychic
92,TM46,Psywave,Psychic
93,TM46,Psywave,Psychic
94,TM46,Psywave,Psychic
96,TM46,Psywave,Psychic
97,TM46,Psywave,Psychic
102,TM46,Psywave,Psychic
103,TM46,Psywave,Psychic
113,TM46,Psywave,Psychic
120,TM46,Psywave,Psychic
121,TM46,Psywave,Psychic
122,TM46,Psywave,Psychic
124,TM46,Psywave,Psychic
125,TM46,Psywave,Psychic
126,TM46,Psywave,Psychic
131,TM46,Psywave,Psychic
137,TM46,Psywave,Psychic
143,TM46,Psywave,Psychic
150,TM46,Psywave,Psychic
151,TM46,Psywave,Psychic
74,TM47,Explosion,Normal
75,TM47,Explosion,Normal
76,TM47,Explosion,Normal
88,TM47,Explosion,Normal
89,TM47,Explosion,Normal
90,TM47,Explosion,Normal
91,TM47,Explosion,Normal
92,TM47,Explosion,Normal
93,TM47,Explosion,Normal
94,TM47,Explosion,Normal
95,TM47,Explosion,Normal
100,TM47,Explosion,Normal
101,TM47,Explosion,Normal
102,TM47,Explosion,Normal
103,TM47,Explosion,Normal
109,TM47,Explosion,Normal
110,TM47,Explosion,Normal
151,TM47,Explosion,Normal
23,TM48,Rock Slide,Rock
24,TM48,Rock Slide,Rock
27,TM48,Rock Slide,Rock
28,TM48,Rock Slide,Rock
31,TM48,Rock Slide,Rock
34,TM48,Rock Slide,Rock
50,TM48,Rock Slide,Rock
51,TM48,Rock Slide,Rock
56,TM48,Rock Slide,Rock
57,TM48,Rock Slide,Rock
66,TM48,Rock Slide,Rock
67,TM48,Rock Slide,Rock
68,TM48,Rock Slide,Rock
74,TM48,Rock Slide,Rock
75,TM48,Rock Slide,Rock
76,TM48,Rock Slide,Rock
95,TM48,Rock Slide,Rock
111,TM48,Rock Slide,Rock
112,TM48,Rock Slide,Rock
115,TM48,Rock Slide,Rock
142,TM48,Rock Slide,Rock
143,TM48,Rock Slide,Rock
151,TM48,Rock Slide,Rock
35,TM49,Tri Attack,Normal
36,TM49,Tri Attack,Normal
39,TM49,Tri Attack,Normal
40,TM49,Tri Attack,Normal
63,TM49,Tri Attack,Normal
64,TM49,Tri Attack,Normal
65,TM49,Tri Attack,Normal
79,TM49,Tri Attack,Normal
80,TM49,Tri Attack,Normal
84,TM49,Tri Attack,Normal
85,TM49,Tri Attack,Normal
90,TM49,Tri Attack,Normal
91,TM49,Tri Attack,Normal
96,TM49,Tri Attack,Normal
97,TM49,Tri Attack,Normal
113,TM49,Tri Attack,Normal
120,TM49,Tri Attack,Normal
121,TM49,Tri Attack,Normal
137,TM49,Tri Attack,Normal
150,TM49,Tri Attack,Normal
151,TM49,Tri Attack,Normal
1,TM50,Substitute,Normal
2,TM50,Substitute,Normal
3,TM50,Substitute,Normal
4,TM50,Substitute,Normal
5,TM50,Substitute,Normal
6,TM50,Substitute,Normal
7,TM50,Substitute,Normal
8,TM50,Substitute,Normal
9,TM50,Substitute,Normal
12,TM50,Substitute,Normal
15,TM50,Substitute,Normal
16,TM50,Substitute,Normal
17,TM50,Substitute,Normal
18,TM50,Substitute,Normal
19,TM50,Substitute,Normal
20,TM50,Substitute,Normal
21,TM50,Substitute,Normal
22,TM50,Substitute,Normal
23,TM50,Substitute,Normal
24,TM50,Substitute,Normal
25,TM50,Substitute,Normal
26,TM50,Substitute,Normal
27,TM50,Substitute,Normal
28,TM50,Substitute,Normal
29,TM50,Substitute,Normal
30,TM50,Substitute,Normal
31,TM50,Substitute,Normal
32,TM50,Substitute,Normal
33,TM50,Substitute,Normal
34,TM50,Substitute,Normal
35,TM50,Substitute,Normal
36,TM50,Substitute,Normal
37,TM50,Substitute,Normal
38,TM50,Substitute,Normal
39,TM50,Substitute,Normal
40,TM50,Substitute,Normal
41,TM50,Substitute,Normal
42,TM50,Substitute,Normal
43,TM50,Substitute,Normal
44,TM50,Substitute,Normal
45,TM50,Substitute,Normal
46,TM50,Substitute,Normal
47,TM50,Substitute,Normal
48,TM50,Substitute,Normal
49,TM50,Substitute,Normal
50,TM50,Substitute,Normal
51,TM50,Substitute,Normal
52,TM50,Substitute,Normal
53,TM50,Substitute,Normal
54,TM50,Substitute,Normal
55,TM50,Substitute,Normal
56,TM50,Substitute,Normal
57,TM50,Substitute,Normal
58,TM50,Substitute,Normal
59,TM50,Substitute,Normal
60,TM50,Substitute,Normal
61,TM50,Substitute,Normal
62,TM50,Substitute,Normal
63,TM50,Substitute,Normal
64,TM50,Substitute,Normal
65,TM50,Substitute,Normal
66,TM50,Substitute,Normal
67,TM50,Substitute,Normal
68,TM50,Substitute,Normal
69,TM50,Substitute,Normal
70,TM50,Substitute,Normal
71,TM50,Substitute,Normal
72,TM50,Substitute,Normal
73,TM50,Substitute,Normal
74,TM50,Substitute,Normal
75,TM50,Substitute,Normal
76,TM50,Substitute,Normal
77,TM50,Substitute,Normal
78,TM50,Substitute,Normal
79,TM50,Substitute,Normal
80,TM50,Substitute,Normal
81,TM50,Substitute,Normal
82,TM50,Substitute,Normal
83,TM50,Substitute,Normal
84,TM50,Substitute,Normal
85,TM50,Substitute,Normal
86,TM50,Substitute,Normal
87,TM50,Substitute,Normal
88,TM50,Substitute,Normal
89,TM50,Substitute,Normal
90,TM50,Substitute,Normal
91,TM50,Substitute,Normal
92,TM50,Substitute,Normal
93,TM50,Substitute,Normal
94,TM50,Substitute,Normal
95,TM50,Substitute,Normal
96,TM50,Substitute,Normal
97,TM50,Substitute,Normal
98,TM50,Substitute,Normal
99,TM50,Substitute,Normal
100,TM50,Substitute,Normal
101,TM50,Substitute,Normal
102,TM50,Substitute,Normal
103,TM50,Substitute,Normal
104,TM50,Substitute,Normal
105,TM50,Substitute,Normal
106,TM50,Substitute,Normal
107,TM50,Substitute,Normal
108,TM50,Substitute,Normal
109,TM50,Substitute,Normal
110,TM50,Substitute,Normal
111,TM50,Substitute,Normal
112,TM50,Substitute,Normal
113,TM50,Substitute,Normal
114,TM50,Substitute,Normal
115,TM50,Substitute,Normal
116,TM50,Substitute,Normal
117,TM50,Substitute,Normal
118,TM50,Substitute,Normal
119,TM50,Substitute,Normal
120,TM50,Substitute,Normal
121,TM50,Substitute,Normal
122,TM50,Substitute,Normal
123,TM50,Substitute,Normal
124,TM50,Substitute,Normal
125,TM50,Substitute,Normal
126,TM50,Substitute,Normal
127,TM50,Substitute,Normal
128,TM50,Substitute,Normal
130,TM50,Substitute,Normal
131,TM50,Substitute,Normal
133,TM50,Substitute,Normal
134,TM50,Substitute,Normal
135,TM50,Substitute,Normal
136,TM50,Substitute,Normal
137,TM50,Substitute,Normal
138,TM50,Substitute,Normal
139,TM50,Substitute,Normal
140,TM50,Substitute,Normal
141,TM50,Substitute,Normal
142,TM50,Substitute,Normal
143,TM50,Substitute,Normal
144,TM50,Substitute,Normal
145,TM50,Substitute,Normal
146,TM50,Substitute,Normal
147,TM50,Substitute,Normal
148,TM50,Substitute,Normal
149,TM50,Substitute,Normal
150,TM50,Substitute,Normal
151,TM50,Substitute,Normal
