Pokemon#,Level/TM/HM,Move_Name,Type,Power,Accuracy,PP,,,,,,,,,,,,,,,,,,,
120,17,Water Gun,Water,40,1,25,,,,,,,,,,,,,,,,,,,
120,22,Harden,Normal,Null,Null,30,,,,,,,,,,,,,,,,,,,
120,27,Recover,Normal,Null,Null,20,,,,,,,,,,,,,,,,,,,
120,32,Swift,Normal,60,Null,20,,,,,,,,,,,,,,,,,,,
120,37,Minimize,Normal,Null,Null,20,,,,,,,,,,,,,,,,,,,
120,42,Light Screen,Psychic,Null,Null,30,,,,,,,,,,,,,,,,,,,
120,47,Hydro Pump,Water,120,0.8,5,,,,,,,,,,,,,,,,,,,
120,HM03,Surf,Water,95,1,15,,,,,,,,,,,,,,,,,,,
120,HM05,Flash,Normal,Null,0.7,20,,,,,,,,,,,,,,,,,,,
120,TM06,Toxic,Poison,Null,0.85,10,,,,,,,,,,,,,,,,,,,
120,TM09,Take Down,Normal,90,0.85,20,,,,,,,,,,,,,,,,,,,
120,TM10,Double-Edge,Normal,100,1,15,,,,,,,,,,,,,,,,,,,
120,TM11,BubbleBeam,Water,65,1,20,,,,,,,,,,,,,,,,,,,
120,TM12,Water Gun,Water,40,1,25,,,,,,,,,,,,,,,,,,,
120,TM13,Ice Beam,Ice,95,1,10,,,,,,,,,,,,,,,,,,,
120,TM14,Blizzard,Ice,120,0.9,5,,,,,,,,,,,,,,,,,,,
120,TM20,Rage,Normal,20,1,20,,,,,,,,,,,,,,,,,,,
120,TM24,Thunderbolt,Electric,95,1,15,,,,,,,,,,,,,,,,,,,
120,TM25,Thunder,Electric,120,0.7,10,,,,,,,,,,,,,,,,,,,
120,TM29,Psychic,Psychic,90,1,10,,,,,,,,,,,,,,,,,,,
120,TM30,Teleport,Psychic,Null,Null,20,,,,,,,,,,,,,,,,,,,
120,TM31,Mimic,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
120,TM32,Double Team,Normal,Null,Null,15,,,,,,,,,,,,,,,,,,,
120,TM33,Reflect,Psychic,Null,Null,20,,,,,,,,,,,,,,,,,,,
120,TM34,Bide,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
120,TM39,Swift,Normal,60,Null,20,,,,,,,,,,,,,,,,,,,
120,TM40,Skull Bash,Normal,100,1,15,,,,,,,,,,,,,,,,,,,
120,TM44,Rest,Psychic,Null,Null,10,,,,,,,,,,,,,,,,,,,
120,TM45,Thunder Wave,Electric,Null,1,20,,,,,,,,,,,,,,,,,,,
120,TM46,Psywave,Psychic,Null,0.8,15,,,,,,,,,,,,,,,,,,,
120,TM49,Tri Attack,Normal,80,1,10,,,,,,,,,,,,,,,,,,,
120,TM50,Substitute,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
121,1,Harden,Normal,Null,Null,30,,,,,,,,,,,,,,,,,,,
121,1,Tackle,Normal,35,0.95,35,,,,,,,,,,,,,,,,,,,
121,1,Water Gun,Water,40,1,25,,,,,,,,,,,,,,,,,,,
121,HM03,Surf,Water,95,1,15,,,,,,,,,,,,,,,,,,,
121,HM05,Flash,Normal,Null,0.7,20,,,,,,,,,,,,,,,,,,,
121,TM06,Toxic,Poison,Null,0.85,10,,,,,,,,,,,,,,,,,,,
121,TM09,Take Down,Normal,90,0.85,20,,,,,,,,,,,,,,,,,,,
121,TM10,Double-Edge,Normal,100,1,15,,,,,,,,,,,,,,,,,,,
121,TM11,BubbleBeam,Water,65,1,20,,,,,,,,,,,,,,,,,,,
121,TM12,Water Gun,Water,40,1,25,,,,,,,,,,,,,,,,,,,
121,TM13,Ice Beam,Ice,95,1,10,,,,,,,,,,,,,,,,,,,
121,TM14,Blizzard,Ice,120,0.9,5,,,,,,,,,,,,,,,,,,,
121,TM15,Hyper Beam,Normal,150,0.9,5,,,,,,,,,,,,,,,,,,,
121,TM20,Rage,Normal,20,1,20,,,,,,,,,,,,,,,,,,,
121,TM24,Thunderbolt,Electric,95,1,15,,,,,,,,,,,,,,,,,,,
121,TM25,Thunder,Electric,120,0.7,10,,,,,,,,,,,,,,,,,,,
121,TM29,Psychic,Psychic,90,1,10,,,,,,,,,,,,,,,,,,,
121,TM30,Teleport,Psychic,Null,Null,20,,,,,,,,,,,,,,,,,,,
121,TM31,Mimic,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
121,TM32,Double Team,Normal,Null,Null,15,,,,,,,,,,,,,,,,,,,
121,TM33,Reflect,Psychic,Null,Null,20,,,,,,,,,,,,,,,,,,,
121,TM34,Bide,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
121,TM39,Swift,Normal,60,Null,20,,,,,,,,,,,,,,,,,,,
121,TM40,Skull Bash,Normal,100,1,15,,,,,,,,,,,,,,,,,,,
121,TM44,Rest,Psychic,Null,Null,10,,,,,,,,,,,,,,,,,,,
121,TM45,Thunder Wave,Electric,Null,1,20,,,,,,,,,,,,,,,,,,,
121,TM46,Psywave,Psychic,Null,0.8,15,,,,,,,,,,,,,,,,,,,
121,TM49,Tri Attack,Normal,80,1,10,,,,,,,,,,,,,,,,,,,
121,TM50,Substitute,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
122,1,Barrier,Psychic,Null,Null,30,,,,,,,,,,,,,,,,,,,
122,1,Confusion,Psychic,50,1,25,,,,,,,,,,,,,,,,,,,
122,15,Confusion,Psychic,50,1,25,,,,,,,,,,,,,,,,,,,
122,23,Light Screen,Psychic,Null,Null,30,,,,,,,,,,,,,,,,,,,
122,31,DoubleSlap,Normal,15,0.85,10,,,,,,,,,,,,,,,,,,,
122,39,Meditate,Psychic,Null,Null,40,,,,,,,,,,,,,,,,,,,
122,47,Substitute,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
122,HM05,Flash,Normal,Null,0.7,20,,,,,,,,,,,,,,,,,,,
122,TM01,Mega Punch,Normal,80,0.85,20,,,,,,,,,,,,,,,,,,,
122,TM05,Mega Kick,Normal,120,0.75,5,,,,,,,,,,,,,,,,,,,
122,TM06,Toxic,Poison,Null,0.85,10,,,,,,,,,,,,,,,,,,,
122,TM08,Body Slam,Normal,85,1,15,,,,,,,,,,,,,,,,,,,
122,TM09,Take Down,Normal,90,0.85,20,,,,,,,,,,,,,,,,,,,
122,TM10,Double-Edge,Normal,100,1,15,,,,,,,,,,,,,,,,,,,
122,TM15,Hyper Beam,Normal,150,0.9,5,,,,,,,,,,,,,,,,,,,
122,TM17,Submission,Fighting,80,0.8,25,,,,,,,,,,,,,,,,,,,
122,TM18,Counter,Fighting,Null,1,20,,,,,,,,,,,,,,,,,,,
122,TM19,Seismic Toss,Fighting,Null,1,20,,,,,,,,,,,,,,,,,,,
122,TM20,Rage,Normal,20,1,20,,,,,,,,,,,,,,,,,,,
122,TM22,SolarBeam,Grass,120,1,10,,,,,,,,,,,,,,,,,,,
122,TM24,Thunderbolt,Electric,95,1,15,,,,,,,,,,,,,,,,,,,
122,TM25,Thunder,Electric,120,0.7,10,,,,,,,,,,,,,,,,,,,
122,TM29,Psychic,Psychic,90,1,10,,,,,,,,,,,,,,,,,,,
122,TM30,Teleport,Psychic,Null,Null,20,,,,,,,,,,,,,,,,,,,
122,TM31,Mimic,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
122,TM32,Double Team,Normal,Null,Null,15,,,,,,,,,,,,,,,,,,,
122,TM33,Reflect,Psychic,Null,Null,20,,,,,,,,,,,,,,,,,,,
122,TM34,Bide,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
122,TM35,Metronome,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
122,TM40,Skull Bash,Normal,100,1,15,,,,,,,,,,,,,,,,,,,
122,TM44,Rest,Psychic,Null,Null,10,,,,,,,,,,,,,,,,,,,
122,TM45,Thunder Wave,Electric,Null,1,20,,,,,,,,,,,,,,,,,,,
122,TM46,Psywave,Psychic,Null,0.8,15,,,,,,,,,,,,,,,,,,,
122,TM50,Substitute,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
123,1,Quick Attack,Normal,40,1,30,,,,,,,,,,,,,,,,,,,
123,17,Leer,Normal,Null,1,30,,,,,,,,,,,,,,,,,,,
123,20,Focus Energy,Normal,Null,Null,30,,,,,,,,,,,,,,,,,,,
123,24,Double Team,Normal,Null,Null,15,,,,,,,,,,,,,,,,,,,
123,29,Slash,Normal,70,1,20,,,,,,,,,,,,,,,,,,,
123,35,Swords Dance,Normal,Null,Null,30,,,,,,,,,,,,,,,,,,,
123,42,Agility,Psychic,Null,Null,30,,,,,,,,,,,,,,,,,,,
123,HM01,Cut,Normal,50,0.95,30,,,,,,,,,,,,,,,,,,,
123,TM03,Swords Dance,Normal,Null,Null,30,,,,,,,,,,,,,,,,,,,
123,TM06,Toxic,Poison,Null,0.85,10,,,,,,,,,,,,,,,,,,,
123,TM09,Take Down,Normal,90,0.85,20,,,,,,,,,,,,,,,,,,,
123,TM10,Double-Edge,Normal,100,1,15,,,,,,,,,,,,,,,,,,,
123,TM15,Hyper Beam,Normal,150,0.9,5,,,,,,,,,,,,,,,,,,,
123,TM20,Rage,Normal,20,1,20,,,,,,,,,,,,,,,,,,,
123,TM31,Mimic,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
123,TM32,Double Team,Normal,Null,Null,15,,,,,,,,,,,,,,,,,,,
123,TM34,Bide,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
123,TM39,Swift,Normal,60,Null,20,,,,,,,,,,,,,,,,,,,
123,TM40,Skull Bash,Normal,100,1,15,,,,,,,,,,,,,,,,,,,
123,TM44,Rest,Psychic,Null,Null,10,,,,,,,,,,,,,,,,,,,
123,TM50,Substitute,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
124,1,Lovely Kiss,Normal,Null,0.75,10,,,,,,,,,,,,,,,,,,,
124,1,Pound,Normal,40,1,35,,,,,,,,,,,,,,,,,,,
124,18,Lick,Ghost,20,1,30,,,,,,,,,,,,,,,,,,,
124,23,DoubleSlap,Normal,15,0.85,10,,,,,,,,,,,,,,,,,,,
124,31,Ice Punch,Ice,75,1,15,,,,,,,,,,,,,,,,,,,
124,39,Body Slam,Normal,85,1,15,,,,,,,,,,,,,,,,,,,
124,47,Thrash,Normal,90,1,20,,,,,,,,,,,,,,,,,,,
124,58,Blizzard,Ice,120,0.9,5,,,,,,,,,,,,,,,,,,,
124,TM01,Mega Punch,Normal,80,0.85,20,,,,,,,,,,,,,,,,,,,
124,TM05,Mega Kick,Normal,120,0.75,5,,,,,,,,,,,,,,,,,,,
124,TM06,Toxic,Poison,Null,0.85,10,,,,,,,,,,,,,,,,,,,
124,TM08,Body Slam,Normal,85,1,15,,,,,,,,,,,,,,,,,,,
124,TM09,Take Down,Normal,90,0.85,20,,,,,,,,,,,,,,,,,,,
124,TM10,Double-Edge,Normal,100,1,15,,,,,,,,,,,,,,,,,,,
124,TM11,BubbleBeam,Water,65,1,20,,,,,,,,,,,,,,,,,,,
124,TM12,Water Gun,Water,40,1,25,,,,,,,,,,,,,,,,,,,
124,TM13,Ice Beam,Ice,95,1,10,,,,,,,,,,,,,,,,,,,
124,TM14,Blizzard,Ice,120,0.9,5,,,,,,,,,,,,,,,,,,,
124,TM15,Hyper Beam,Normal,150,0.9,5,,,,,,,,,,,,,,,,,,,
124,TM17,Submission,Fighting,80,0.8,25,,,,,,,,,,,,,,,,,,,
124,TM18,Counter,Fighting,Null,1,20,,,,,,,,,,,,,,,,,,,
124,TM19,Seismic Toss,Fighting,Null,1,20,,,,,,,,,,,,,,,,,,,
124,TM20,Rage,Normal,20,1,20,,,,,,,,,,,,,,,,,,,
124,TM29,Psychic,Psychic,90,1,10,,,,,,,,,,,,,,,,,,,
124,TM30,Teleport,Psychic,Null,Null,20,,,,,,,,,,,,,,,,,,,
124,TM31,Mimic,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
124,TM32,Double Team,Normal,Null,Null,15,,,,,,,,,,,,,,,,,,,
124,TM33,Reflect,Psychic,Null,Null,20,,,,,,,,,,,,,,,,,,,
124,TM34,Bide,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
124,TM35,Metronome,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
124,TM40,Skull Bash,Normal,100,1,15,,,,,,,,,,,,,,,,,,,
124,TM44,Rest,Psychic,Null,Null,10,,,,,,,,,,,,,,,,,,,
124,TM46,Psywave,Psychic,Null,0.8,15,,,,,,,,,,,,,,,,,,,
124,TM50,Substitute,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
125,1,Leer,Normal,Null,1,30,,,,,,,,,,,,,,,,,,,
125,1,Quick Attack,Normal,40,1,30,,,,,,,,,,,,,,,,,,,
125,34,ThunderShock,Electric,40,1,30,,,,,,,,,,,,,,,,,,,
125,37,Screech,Normal,Null,0.85,40,,,,,,,,,,,,,,,,,,,
125,42,ThunderPunch,Electric,75,1,15,,,,,,,,,,,,,,,,,,,
125,49,Light Screen,Psychic,Null,Null,30,,,,,,,,,,,,,,,,,,,
125,54,Thunder,Electric,120,0.7,10,,,,,,,,,,,,,,,,,,,
125,HM04,Strength,Normal,80,1,15,,,,,,,,,,,,,,,,,,,
125,HM05,Flash,Normal,Null,0.7,20,,,,,,,,,,,,,,,,,,,
125,TM01,Mega Punch,Normal,80,0.85,20,,,,,,,,,,,,,,,,,,,
125,TM05,Mega Kick,Normal,120,0.75,5,,,,,,,,,,,,,,,,,,,
125,TM06,Toxic,Poison,Null,0.85,10,,,,,,,,,,,,,,,,,,,
125,TM08,Body Slam,Normal,85,1,15,,,,,,,,,,,,,,,,,,,
125,TM09,Take Down,Normal,90,0.85,20,,,,,,,,,,,,,,,,,,,
125,TM10,Double-Edge,Normal,100,1,15,,,,,,,,,,,,,,,,,,,
125,TM15,Hyper Beam,Normal,150,0.9,5,,,,,,,,,,,,,,,,,,,
125,TM17,Submission,Fighting,80,0.8,25,,,,,,,,,,,,,,,,,,,
125,TM18,Counter,Fighting,Null,1,20,,,,,,,,,,,,,,,,,,,
125,TM19,Seismic Toss,Fighting,Null,1,20,,,,,,,,,,,,,,,,,,,
125,TM20,Rage,Normal,20,1,20,,,,,,,,,,,,,,,,,,,
125,TM24,Thunderbolt,Electric,95,1,15,,,,,,,,,,,,,,,,,,,
125,TM25,Thunder,Electric,120,0.7,10,,,,,,,,,,,,,,,,,,,
125,TM29,Psychic,Psychic,90,1,10,,,,,,,,,,,,,,,,,,,
125,TM30,Teleport,Psychic,Null,Null,20,,,,,,,,,,,,,,,,,,,
125,TM31,Mimic,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
125,TM32,Double Team,Normal,Null,Null,15,,,,,,,,,,,,,,,,,,,
125,TM33,Reflect,Psychic,Null,Null,20,,,,,,,,,,,,,,,,,,,
125,TM34,Bide,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
125,TM35,Metronome,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
125,TM39,Swift,Normal,60,Null,20,,,,,,,,,,,,,,,,,,,
125,TM40,Skull Bash,Normal,100,1,15,,,,,,,,,,,,,,,,,,,
125,TM44,Rest,Psychic,Null,Null,10,,,,,,,,,,,,,,,,,,,
125,TM45,Thunder Wave,Electric,Null,1,20,,,,,,,,,,,,,,,,,,,
125,TM46,Psywave,Psychic,Null,0.8,15,,,,,,,,,,,,,,,,,,,
125,TM50,Substitute,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
126,1,Ember,Fire,40,1,25,,,,,,,,,,,,,,,,,,,
126,36,Leer,Normal,Null,1,30,,,,,,,,,,,,,,,,,,,
126,39,Confuse Ray,Ghost,Null,1,10,,,,,,,,,,,,,,,,,,,
126,43,Fire Punch,Fire,75,1,15,,,,,,,,,,,,,,,,,,,
126,48,SmokeScreen,Normal,Null,1,20,,,,,,,,,,,,,,,,,,,
126,52,Smog,Poison,20,0.7,20,,,,,,,,,,,,,,,,,,,
126,55,Flamethrower,Fire,95,1,15,,,,,,,,,,,,,,,,,,,
126,HM04,Strength,Normal,80,1,15,,,,,,,,,,,,,,,,,,,
126,TM01,Mega Punch,Normal,80,0.85,20,,,,,,,,,,,,,,,,,,,
126,TM05,Mega Kick,Normal,120,0.75,5,,,,,,,,,,,,,,,,,,,
126,TM06,Toxic,Poison,Null,0.85,10,,,,,,,,,,,,,,,,,,,
126,TM08,Body Slam,Normal,85,1,15,,,,,,,,,,,,,,,,,,,
126,TM09,Take Down,Normal,90,0.85,20,,,,,,,,,,,,,,,,,,,
126,TM10,Double-Edge,Normal,100,1,15,,,,,,,,,,,,,,,,,,,
126,TM15,Hyper Beam,Normal,150,0.9,5,,,,,,,,,,,,,,,,,,,
126,TM17,Submission,Fighting,80,0.8,25,,,,,,,,,,,,,,,,,,,
126,TM18,Counter,Fighting,Null,1,20,,,,,,,,,,,,,,,,,,,
126,TM19,Seismic Toss,Fighting,Null,1,20,,,,,,,,,,,,,,,,,,,
126,TM20,Rage,Normal,20,1,20,,,,,,,,,,,,,,,,,,,
126,TM29,Psychic,Psychic,90,1,10,,,,,,,,,,,,,,,,,,,
126,TM30,Teleport,Psychic,Null,Null,20,,,,,,,,,,,,,,,,,,,
126,TM31,Mimic,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
126,TM32,Double Team,Normal,Null,Null,15,,,,,,,,,,,,,,,,,,,
126,TM34,Bide,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
126,TM35,Metronome,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
126,TM38,Fire Blast,Fire,120,0.85,5,,,,,,,,,,,,,,,,,,,
126,TM40,Skull Bash,Normal,100,1,15,,,,,,,,,,,,,,,,,,,
126,TM44,Rest,Psychic,Null,Null,10,,,,,,,,,,,,,,,,,,,
126,TM46,Psywave,Psychic,Null,0.8,15,,,,,,,,,,,,,,,,,,,
126,TM50,Substitute,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
127,1,ViceGrip,Normal,55,1,30,,,,,,,,,,,,,,,,,,,
127,25,Seismic Toss,Fighting,Null,1,20,,,,,,,,,,,,,,,,,,,
127,30,Guillotine,Normal,Null,0.3,5,,,,,,,,,,,,,,,,,,,
127,36,Focus Energy,Normal,Null,Null,30,,,,,,,,,,,,,,,,,,,
127,43,Harden,Normal,Null,Null,30,,,,,,,,,,,,,,,,,,,
127,49,Slash,Normal,70,1,20,,,,,,,,,,,,,,,,,,,
127,54,Swords Dance,Normal,Null,Null,30,,,,,,,,,,,,,,,,,,,
127,HM01,Cut,Normal,50,0.95,30,,,,,,,,,,,,,,,,,,,
127,HM04,Strength,Normal,80,1,15,,,,,,,,,,,,,,,,,,,
127,TM03,Swords Dance,Normal,Null,Null,30,,,,,,,,,,,,,,,,,,,
127,TM06,Toxic,Poison,Null,0.85,10,,,,,,,,,,,,,,,,,,,
127,TM08,Body Slam,Normal,85,1,15,,,,,,,,,,,,,,,,,,,
127,TM09,Take Down,Normal,90,0.85,20,,,,,,,,,,,,,,,,,,,
127,TM10,Double-Edge,Normal,100,1,15,,,,,,,,,,,,,,,,,,,
127,TM15,Hyper Beam,Normal,150,0.9,5,,,,,,,,,,,,,,,,,,,
127,TM17,Submission,Fighting,80,0.8,25,,,,,,,,,,,,,,,,,,,
127,TM19,Seismic Toss,Fighting,Null,1,20,,,,,,,,,,,,,,,,,,,
127,TM20,Rage,Normal,20,1,20,,,,,,,,,,,,,,,,,,,
127,TM31,Mimic,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
127,TM32,Double Team,Normal,Null,Null,15,,,,,,,,,,,,,,,,,,,
127,TM34,Bide,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
127,TM44,Rest,Psychic,Null,Null,10,,,,,,,,,,,,,,,,,,,
127,TM50,Substitute,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
128,1,Tackle,Normal,35,0.95,35,,,,,,,,,,,,,,,,,,,
128,21,Stomp,Normal,65,1,20,,,,,,,,,,,,,,,,,,,
128,28,Tail Whip,Normal,Null,1,30,,,,,,,,,,,,,,,,,,,
128,35,Leer,Normal,Null,1,30,,,,,,,,,,,,,,,,,,,
128,44,Rage,Normal,20,1,20,,,,,,,,,,,,,,,,,,,
128,51,Take Down,Normal,90,0.85,20,,,,,,,,,,,,,,,,,,,
128,HM04,Strength,Normal,80,1,15,,,,,,,,,,,,,,,,,,,
128,TM06,Toxic,Poison,Null,0.85,10,,,,,,,,,,,,,,,,,,,
128,TM07,Horn Drill,Normal,Null,0.3,5,,,,,,,,,,,,,,,,,,,
128,TM08,Body Slam,Normal,85,1,15,,,,,,,,,,,,,,,,,,,
128,TM09,Take Down,Normal,90,0.85,20,,,,,,,,,,,,,,,,,,,
128,TM10,Double-Edge,Normal,100,1,15,,,,,,,,,,,,,,,,,,,
128,TM13,Ice Beam,Ice,95,1,10,,,,,,,,,,,,,,,,,,,
128,TM14,Blizzard,Ice,120,0.9,5,,,,,,,,,,,,,,,,,,,
128,TM15,Hyper Beam,Normal,150,0.9,5,,,,,,,,,,,,,,,,,,,
128,TM20,Rage,Normal,20,1,20,,,,,,,,,,,,,,,,,,,
128,TM24,Thunderbolt,Electric,95,1,15,,,,,,,,,,,,,,,,,,,
128,TM25,Thunder,Electric,120,0.7,10,,,,,,,,,,,,,,,,,,,
128,TM26,Earthquake,Ground,100,1,10,,,,,,,,,,,,,,,,,,,
128,TM27,Fissure,Ground,Null,0.3,5,,,,,,,,,,,,,,,,,,,
128,TM31,Mimic,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
128,TM32,Double Team,Normal,Null,Null,15,,,,,,,,,,,,,,,,,,,
128,TM34,Bide,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
128,TM38,Fire Blast,Fire,120,0.85,5,,,,,,,,,,,,,,,,,,,
128,TM40,Skull Bash,Normal,100,1,15,,,,,,,,,,,,,,,,,,,
128,TM44,Rest,Psychic,Null,Null,10,,,,,,,,,,,,,,,,,,,
128,TM50,Substitute,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
129,1,Splash,Normal,Null,Null,40,,,,,,,,,,,,,,,,,,,
129,15,Tackle,Normal,35,0.95,35,,,,,,,,,,,,,,,,,,,
130,1,Dragon Rage,Dragon,Null,1,10,,,,,,,,,,,,,,,,,,,
130,1,Bite,Normal,60,1,25,,,,,,,,,,,,,,,,,,,
130,1,Leer,Normal,Null,1,30,,,,,,,,,,,,,,,,,,,
130,1,Hydro Pump,Water,120,0.8,5,,,,,,,,,,,,,,,,,,,
130,20,Bite,Normal,60,1,25,,,,,,,,,,,,,,,,,,,
130,25,Dragon Rage,Dragon,Null,1,10,,,,,,,,,,,,,,,,,,,
130,32,Leer,Normal,Null,1,30,,,,,,,,,,,,,,,,,,,
130,41,Hydro Pump,Water,120,0.8,5,,,,,,,,,,,,,,,,,,,
130,52,Hyper Beam,Normal,150,0.9,5,,,,,,,,,,,,,,,,,,,
130,HM03,Surf,Water,95,1,15,,,,,,,,,,,,,,,,,,,
130,HM04,Strength,Normal,80,1,15,,,,,,,,,,,,,,,,,,,
130,TM06,Toxic,Poison,Null,0.85,10,,,,,,,,,,,,,,,,,,,
130,TM08,Body Slam,Normal,85,1,15,,,,,,,,,,,,,,,,,,,
130,TM09,Take Down,Normal,90,0.85,20,,,,,,,,,,,,,,,,,,,
130,TM10,Double-Edge,Normal,100,1,15,,,,,,,,,,,,,,,,,,,
130,TM11,BubbleBeam,Water,65,1,20,,,,,,,,,,,,,,,,,,,
130,TM12,Water Gun,Water,40,1,25,,,,,,,,,,,,,,,,,,,
130,TM13,Ice Beam,Ice,95,1,10,,,,,,,,,,,,,,,,,,,
130,TM14,Blizzard,Ice,120,0.9,5,,,,,,,,,,,,,,,,,,,
130,TM15,Hyper Beam,Normal,150,0.9,5,,,,,,,,,,,,,,,,,,,
130,TM20,Rage,Normal,20,1,20,,,,,,,,,,,,,,,,,,,
130,TM23,Dragon Rage,Dragon,Null,1,10,,,,,,,,,,,,,,,,,,,
130,TM24,Thunderbolt,Electric,95,1,15,,,,,,,,,,,,,,,,,,,
130,TM25,Thunder,Electric,120,0.7,10,,,,,,,,,,,,,,,,,,,
130,TM31,Mimic,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
130,TM32,Double Team,Normal,Null,Null,15,,,,,,,,,,,,,,,,,,,
130,TM33,Reflect,Psychic,Null,Null,20,,,,,,,,,,,,,,,,,,,
130,TM34,Bide,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
130,TM38,Fire Blast,Fire,120,0.85,5,,,,,,,,,,,,,,,,,,,
130,TM40,Skull Bash,Normal,100,1,15,,,,,,,,,,,,,,,,,,,
130,TM44,Rest,Psychic,Null,Null,10,,,,,,,,,,,,,,,,,,,
130,TM50,Substitute,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
131,1,Growl,Normal,Null,1,40,,,,,,,,,,,,,,,,,,,
131,1,Water Gun,Water,40,1,25,,,,,,,,,,,,,,,,,,,
131,16,Sing,Normal,Null,0.55,15,,,,,,,,,,,,,,,,,,,
131,20,Mist,Ice,Null,Null,30,,,,,,,,,,,,,,,,,,,
131,25,Body Slam,Normal,85,1,15,,,,,,,,,,,,,,,,,,,
131,31,Confuse Ray,Ghost,Null,1,10,,,,,,,,,,,,,,,,,,,
131,38,Ice Beam,Ice,95,1,10,,,,,,,,,,,,,,,,,,,
131,46,Hydro Pump,Water,120,0.8,5,,,,,,,,,,,,,,,,,,,
131,HM03,Surf,Water,95,1,15,,,,,,,,,,,,,,,,,,,
131,HM04,Strength,Normal,80,1,15,,,,,,,,,,,,,,,,,,,
131,TM06,Toxic,Poison,Null,0.85,10,,,,,,,,,,,,,,,,,,,
131,TM07,Horn Drill,Normal,Null,0.3,5,,,,,,,,,,,,,,,,,,,
131,TM08,Body Slam,Normal,85,1,15,,,,,,,,,,,,,,,,,,,
131,TM09,Take Down,Normal,90,0.85,20,,,,,,,,,,,,,,,,,,,
131,TM10,Double-Edge,Normal,100,1,15,,,,,,,,,,,,,,,,,,,
131,TM11,BubbleBeam,Water,65,1,20,,,,,,,,,,,,,,,,,,,
131,TM12,Water Gun,Water,40,1,25,,,,,,,,,,,,,,,,,,,
131,TM13,Ice Beam,Ice,95,1,10,,,,,,,,,,,,,,,,,,,
131,TM14,Blizzard,Ice,120,0.9,5,,,,,,,,,,,,,,,,,,,
131,TM15,Hyper Beam,Normal,150,0.9,5,,,,,,,,,,,,,,,,,,,
131,TM20,Rage,Normal,20,1,20,,,,,,,,,,,,,,,,,,,
131,TM22,SolarBeam,Grass,120,1,10,,,,,,,,,,,,,,,,,,,
131,TM23,Dragon Rage,Dragon,Null,1,10,,,,,,,,,,,,,,,,,,,
131,TM24,Thunderbolt,Electric,95,1,15,,,,,,,,,,,,,,,,,,,
131,TM25,Thunder,Electric,120,0.7,10,,,,,,,,,,,,,,,,,,,
131,TM29,Psychic,Psychic,90,1,10,,,,,,,,,,,,,,,,,,,
131,TM31,Mimic,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
131,TM32,Double Team,Normal,Null,Null,15,,,,,,,,,,,,,,,,,,,
131,TM33,Reflect,Psychic,Null,Null,20,,,,,,,,,,,,,,,,,,,
131,TM34,Bide,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
131,TM40,Skull Bash,Normal,100,1,15,,,,,,,,,,,,,,,,,,,
131,TM44,Rest,Psychic,Null,Null,10,,,,,,,,,,,,,,,,,,,
131,TM46,Psywave,Psychic,Null,0.8,15,,,,,,,,,,,,,,,,,,,
131,TM50,Substitute,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
132,1,Transform,Normal,Null,Null,10,,,,,,,,,,,,,,,,,,,
133,1,Sand-Attack,Normal,Null,1,15,,,,,,,,,,,,,,,,,,,
